word	spam	ham	P(w_i|S)	P(w_i|H)
local.	1	0	0.00133689839572	0.0
unconscious	0	1	0.0	0.00020725388601
missing	1	15	0.00133689839572	0.00310880829016
Oh.	0	1	0.0	0.00020725388601
me..i	0	1	0.0	0.00020725388601
year.,,	0	1	0.0	0.00020725388601
ask...	0	1	0.0	0.00020725388601
2moro	1	0	0.00133689839572	0.0
6days,	2	0	0.00267379679144	0.0
french	0	1	0.0	0.00020725388601
dealer's	0	1	0.0	0.00020725388601
me..so	0	1	0.0	0.00020725388601
lifetime!	2	0	0.00267379679144	0.0
Evr,,	0	2	0.0	0.000414507772021
Misplaced	0	1	0.0	0.00020725388601
league	0	1	0.0	0.00020725388601
immed.,,	0	1	0.0	0.00020725388601
HER	0	2	0.0	0.000414507772021
IT?xx,,	0	1	0.0	0.00020725388601
mega	0	1	0.0	0.00020725388601
$5.00	2	0	0.00267379679144	0.0
wouldn't	0	4	0.0	0.000829015544041
Hard	2	0	0.00267379679144	0.0
Incorrect?	1	0	0.00133689839572	0.0
play!!,,	0	1	0.0	0.00020725388601
deal...Farm	0	1	0.0	0.00020725388601
dramatic.	0	1	0.0	0.00020725388601
buzz	0	3	0.0	0.000621761658031
69669.	1	0	0.00133689839572	0.0
unfortunately...	0	1	0.0	0.00020725388601
coach	0	1	0.0	0.00020725388601
word).,,	0	1	0.0	0.00020725388601
Wan	2	0	0.00267379679144	0.0
liked	0	7	0.0	0.00145077720207
gbp/sms,,	1	0	0.00133689839572	0.0
number?,,	0	2	0.0	0.000414507772021
battery	0	7	0.0	0.00145077720207
live.	1	0	0.00133689839572	0.0
Mr	0	2	0.0	0.000414507772021
whatever	0	11	0.0	0.00227979274611
Oh!	0	1	0.0	0.00020725388601
alone	3	9	0.00401069518717	0.00186528497409
likes	0	3	0.0	0.000621761658031
Got\	0	2	0.0	0.000414507772021
Nutter.	0	1	0.0	0.00020725388601
Wat	0	28	0.0	0.00580310880829
Was	0	20	0.0	0.00414507772021
rent,	0	1	0.0	0.00020725388601
85222	1	0	0.00133689839572	0.0
Goto	1	0	0.00133689839572	0.0
Txting	1	0	0.00133689839572	0.0
Arul.	0	1	0.0	0.00020725388601
gals	0	3	0.0	0.000621761658031
mate...	0	1	0.0	0.00020725388601
07786200117,,	2	0	0.00267379679144	0.0
enuff	0	1	0.0	0.00020725388601
achan,amma.Rakhesh.Qatar,,	0	1	0.0	0.00020725388601
Most	0	2	0.0	0.000414507772021
Amazing...	0	1	0.0	0.00020725388601
damn	0	2	0.0	0.000414507772021
special?,,	0	2	0.0	0.000414507772021
God	0	10	0.0	0.0020725388601
collected	0	1	0.0	0.00020725388601
COOL	0	1	0.0	0.00020725388601
shortcode	1	0	0.00133689839572	0.0
left,,	0	2	0.0	0.000414507772021
empty	0	10	0.0	0.0020725388601
K..give	0	1	0.0	0.00020725388601
chikku..:-)	0	1	0.0	0.00020725388601
Geeeee	0	2	0.0	0.000414507772021
Wa,	0	1	0.0	0.00020725388601
Especially	0	2	0.0	0.000414507772021
dating:i	1	0	0.00133689839572	0.0
packs	2	0	0.00267379679144	0.0
like.	0	2	0.0	0.000414507772021
60p/min.	4	0	0.00534759358289	0.0
else	0	12	0.0	0.00248704663212
mon.,,	0	1	0.0	0.00020725388601
lives	0	2	0.0	0.000414507772021
pudunga	0	1	0.0	0.00020725388601
Pick	0	2	0.0	0.000414507772021
like?	0	1	0.0	0.00020725388601
Nooooooo	0	1	0.0	0.00020725388601
TEXT?	3	0	0.00401069518717	0.0
about,,	0	2	0.0	0.000414507772021
Cute	0	1	0.0	0.00020725388601
Todays	16	0	0.0213903743316	0.0
look	3	24	0.00401069518717	0.00497409326425
troubleshooting:),,	0	1	0.0	0.00020725388601
presnts	0	1	0.0	0.00020725388601
chic.	0	1	0.0	0.00020725388601
i,,	0	1	0.0	0.00020725388601
twenty	0	1	0.0	0.00020725388601
74355	1	0	0.00133689839572	0.0
while	0	17	0.0	0.00352331606218
details.,,	0	2	0.0	0.000414507772021
Done	0	2	0.0	0.000414507772021
match	5	3	0.00668449197861	0.000621761658031
korche	0	1	0.0	0.00020725388601
videosound	1	0	0.00133689839572	0.0
guide	0	3	0.0	0.000621761658031
Ltd	5	0	0.00668449197861	0.0
pack	0	3	0.0	0.000621761658031
escalator...,,	0	1	0.0	0.00020725388601
listen	1	9	0.00133689839572	0.00186528497409
Qatar	0	1	0.0	0.00020725388601
150p/min	4	0	0.00534759358289	0.0
measure.	0	1	0.0	0.00020725388601
use.	0	1	0.0	0.00020725388601
amt,,	0	2	0.0	0.000414507772021
Fingers	0	2	0.0	0.000414507772021
&lt;3,,	0	3	0.0	0.000621761658031
www.Idew.com	2	0	0.00267379679144	0.0
mac.	0	1	0.0	0.00020725388601
ready	5	23	0.00668449197861	0.00476683937824
mall?,,	0	1	0.0	0.00020725388601
thanks,,	0	2	0.0	0.000414507772021
HARDCORE	1	0	0.00133689839572	0.0
Unfortunately	0	1	0.0	0.00020725388601
Foley	2	0	0.00267379679144	0.0
Eyes	0	2	0.0	0.000414507772021
mob.	3	0	0.00401069518717	0.0
4goten	1	0	0.00133689839572	0.0
anymore	0	1	0.0	0.00020725388601
clear,	0	1	0.0	0.00020725388601
FAR	0	2	0.0	0.000414507772021
dodgey	0	1	0.0	0.00020725388601
belong	0	1	0.0	0.00020725388601
karo	0	1	0.0	0.00020725388601
room.	0	2	0.0	0.000414507772021
Expecting	0	1	0.0	0.00020725388601
grinule	0	1	0.0	0.00020725388601
grand	0	4	0.0	0.000829015544041
also..	0	1	0.0	0.00020725388601
inperialmusic	0	1	0.0	0.00020725388601
cumming	0	1	0.0	0.00020725388601
WHORE	0	1	0.0	0.00020725388601
Gift	4	0	0.00534759358289	0.0
Faith	0	1	0.0	0.00020725388601
hello,	0	2	0.0	0.000414507772021
used	1	11	0.00133689839572	0.00227979274611
fatty	0	1	0.0	0.00020725388601
1000s	3	1	0.00401069518717	0.00020725388601
txtin	4	0	0.00534759358289	0.0
canlove	0	1	0.0	0.00020725388601
boo	0	2	0.0	0.000414507772021
thinkThis	0	1	0.0	0.00020725388601
OTHERWISE,,	0	1	0.0	0.00020725388601
NO-440	2	0	0.00267379679144	0.0
laptop?,,	0	1	0.0	0.00020725388601
uses	0	1	0.0	0.00020725388601
user	4	1	0.00534759358289	0.00020725388601
5ish.,,	0	1	0.0	0.00020725388601
Jokes!	0	3	0.0	0.000621761658031
Wherre's	0	1	0.0	0.00020725388601
changed.	0	1	0.0	0.00020725388601
etc.,,	0	1	0.0	0.00020725388601
studies	0	1	0.0	0.00020725388601
changed!	1	0	0.00133689839572	0.0
obviously	0	3	0.0	0.000621761658031
moby	1	0	0.00133689839572	0.0
selected.,,	0	1	0.0	0.00020725388601
mobs	1	0	0.00133689839572	0.0
tddnewsletter@emc1.co.uk	1	0	0.00133689839572	0.0
the,,	1	0	0.00133689839572	0.0
Price	5	1	0.00668449197861	0.00020725388601
2go	0	1	0.0	0.00020725388601
Living	0	2	0.0	0.000414507772021
83338	1	0	0.00133689839572	0.0
Bill,	0	1	0.0	0.00020725388601
rest!U??Wud	0	1	0.0	0.00020725388601
..i	0	1	0.0	0.00020725388601
på£3.99,,	2	0	0.00267379679144	0.0
\Divorce	1	0	0.00133689839572	0.0
XxX	1	0	0.00133689839572	0.0
4.Cook:	0	3	0.0	0.000621761658031
3mins,,	1	0	0.00133689839572	0.0
Tyler	0	1	0.0	0.00020725388601
www.SMS.ac/u/hmmross	1	0	0.00133689839572	0.0
Hmmm.still	0	1	0.0	0.00020725388601
praying	0	2	0.0	0.000414507772021
nvm	0	1	0.0	0.00020725388601
call,,	5	7	0.00668449197861	0.00145077720207
school.,,	0	1	0.0	0.00020725388601
$	0	7	0.0	0.00145077720207
PIN	0	2	0.0	0.000414507772021
stopCost	1	0	0.00133689839572	0.0
PIC	2	0	0.00267379679144	0.0
guaranteed	25	0	0.033422459893	0.0
me..	0	7	0.0	0.00145077720207
EVERYTHIN	0	1	0.0	0.00020725388601
PIX	2	0	0.00267379679144	0.0
havin	1	1	0.00133689839572	0.00020725388601
questioned	0	3	0.0	0.000621761658031
crore\	0	1	0.0	0.00020725388601
longer.	0	1	0.0	0.00020725388601
...	1	141	0.00133689839572	0.0292227979275
rite?,,	0	2	0.0	0.000414507772021
march	0	8	0.0	0.00165803108808
SK38xh,	6	0	0.00802139037433	0.0
lacking	0	1	0.0	0.00020725388601
showing	0	7	0.0	0.00145077720207
cock!	1	0	0.00133689839572	0.0
tiring	0	1	0.0	0.00020725388601
hmm.	0	1	0.0	0.00020725388601
Prayrs..	0	1	0.0	0.00020725388601
game	3	7	0.00401069518717	0.00145077720207
1Winaweek,	2	0	0.00267379679144	0.0
dearly	0	1	0.0	0.00020725388601
girlfrnd	0	3	0.0	0.000621761658031
phone,,	0	6	0.0	0.00124352331606
Gudni8,,	0	1	0.0	0.00020725388601
HONEY?DID	0	1	0.0	0.00020725388601
home.love	0	1	0.0	0.00020725388601
CC:	5	0	0.00668449197861	0.0
anjie!,,	0	1	0.0	0.00020725388601
dungerees	0	1	0.0	0.00020725388601
usual...	0	1	0.0	0.00020725388601
dear.,,	0	4	0.0	0.000829015544041
u're	0	5	0.0	0.00103626943005
throat.	0	1	0.0	0.00020725388601
apeshit,,	0	1	0.0	0.00020725388601
office.thenampet,,	0	1	0.0	0.00020725388601
buff	0	1	0.0	0.00020725388601
Fine	0	3	0.0	0.000621761658031
Find	3	1	0.00401069518717	0.00020725388601
icicibank.com	0	2	0.0	0.000414507772021
Hey.	0	3	0.0	0.000621761658031
Hey,	0	5	0.0	0.00103626943005
Flung	0	1	0.0	0.00020725388601
drove	0	1	0.0	0.00020725388601
ah?,,	0	9	0.0	0.00186528497409
some	6	108	0.00802139037433	0.0223834196891
home..,,	0	3	0.0	0.000621761658031
No..jst	0	1	0.0	0.00020725388601
urgent	5	2	0.00668449197861	0.000414507772021
trends	0	1	0.0	0.00020725388601
towards	0	7	0.0	0.00145077720207
plumbers	0	1	0.0	0.00020725388601
Choose	6	0	0.00802139037433	0.0
28th	1	0	0.00133689839572	0.0
xuhui	0	1	0.0	0.00020725388601
slowly.?	0	4	0.0	0.000829015544041
delivered	2	0	0.00267379679144	0.0
qatar	0	3	0.0	0.000621761658031
Thy	0	2	0.0	0.000414507772021
sleep,	0	3	0.0	0.000621761658031
early...	0	2	0.0	0.000414507772021
AMY	0	1	0.0	0.00020725388601
09061790121	3	0	0.00401069518717	0.0
id,	0	2	0.0	0.000414507772021
matter..msg	0	1	0.0	0.00020725388601
SW73SS,,	2	0	0.00267379679144	0.0
phasing	0	1	0.0	0.00020725388601
itself.,,	0	1	0.0	0.00020725388601
number..:)	0	1	0.0	0.00020725388601
forgets	0	1	0.0	0.00020725388601
sir's	0	1	0.0	0.00020725388601
chennai:-),,	0	2	0.0	0.000414507772021
father:	0	2	0.0	0.000414507772021
run	0	21	0.0	0.00435233160622
afternoon.,,	0	1	0.0	0.00020725388601
o2.co.uk/games	2	0	0.00267379679144	0.0
rub	0	2	0.0	0.000414507772021
Bill	0	1	0.0	0.00020725388601
ayo	0	1	0.0	0.00020725388601
infra	0	1	0.0	0.00020725388601
LUV\,	0	1	0.0	0.00020725388601
ones,,	0	1	0.0	0.00020725388601
mt..	0	1	0.0	0.00020725388601
Reason	0	1	0.0	0.00020725388601
jontin,,	0	1	0.0	0.00020725388601
father.	0	4	0.0	0.000829015544041
saturday.	0	1	0.0	0.00020725388601
ache	0	3	0.0	0.000621761658031
2/2	1	0	0.00133689839572	0.0
ni8,	0	1	0.0	0.00020725388601
Fear	0	2	0.0	0.000414507772021
trips?,,	0	2	0.0	0.000414507772021
Tho	0	1	0.0	0.00020725388601
sleep.	0	6	0.0	0.00124352331606
hidden	0	1	0.0	0.00020725388601
HOUSE?\,,	0	1	0.0	0.00020725388601
joke--thet	0	1	0.0	0.00020725388601
gas,,	0	1	0.0	0.00020725388601
idu	0	1	0.0	0.00020725388601
decision?,,	0	1	0.0	0.00020725388601
08452810073	3	0	0.00401069518717	0.0
sake	0	1	0.0	0.00020725388601
Lion	0	1	0.0	0.00020725388601
IT+BOTH	0	1	0.0	0.00020725388601
Looks	0	4	0.0	0.000829015544041
haha,,	0	1	0.0	0.00020725388601
positive	0	1	0.0	0.00020725388601
armand	0	4	0.0	0.000829015544041
U...	0	3	0.0	0.000621761658031
HOPE	0	5	0.0	0.00103626943005
seeing	0	12	0.0	0.00248704663212
now..,,	0	1	0.0	0.00020725388601
loan.	0	1	0.0	0.00020725388601
dude	0	6	0.0	0.00124352331606
within	7	6	0.00935828877005	0.00124352331606
How?	0	3	0.0	0.000621761658031
ex,,	0	1	0.0	0.00020725388601
lesson...,,	0	1	0.0	0.00020725388601
SERVICES	1	0	0.00133689839572	0.0
How.	0	1	0.0	0.00020725388601
smells	0	1	0.0	0.00020725388601
08712460324(nat	1	0	0.00133689839572	0.0
revealing	0	1	0.0	0.00020725388601
prestige	0	1	0.0	0.00020725388601
ASUSUAL!1	0	1	0.0	0.00020725388601
..	0	8	0.0	0.00165803108808
renewal	1	0	0.00133689839572	0.0
DAMMIT!!,,	0	1	0.0	0.00020725388601
thm.	0	2	0.0	0.000414507772021
moseley	0	1	0.0	0.00020725388601
08000930705,,	3	0	0.00401069518717	0.0
CATCH	0	1	0.0	0.00020725388601
78	1	0	0.00133689839572	0.0
Helen,	1	0	0.00133689839572	0.0
ready,	0	1	0.0	0.00020725388601
either.,,	0	1	0.0	0.00020725388601
2morow.	0	1	0.0	0.00020725388601
k...,,	0	2	0.0	0.000414507772021
uk's	1	0	0.00133689839572	0.0
Howz	0	6	0.0	0.00124352331606
hav2hear	0	1	0.0	0.00020725388601
registered	3	4	0.00401069518717	0.000829015544041
BREAKIN	0	1	0.0	0.00020725388601
LA3	1	0	0.00133689839572	0.0
alive....	0	1	0.0	0.00020725388601
bloomberg.com,,	2	0	0.00267379679144	0.0
properly	0	1	0.0	0.00020725388601
totes.	0	1	0.0	0.00020725388601
Prof:????	0	1	0.0	0.00020725388601
fuck,,	0	1	0.0	0.00020725388601
dull	0	1	0.0	0.00020725388601
C-IN	0	1	0.0	0.00020725388601
info	3	2	0.00401069518717	0.000414507772021
wrecked.	0	1	0.0	0.00020725388601
bleh.,,	0	1	0.0	0.00020725388601
dem.	0	1	0.0	0.00020725388601
Icic...	0	1	0.0	0.00020725388601
12hours	1	0	0.00133689839572	0.0
Number:	1	0	0.00133689839572	0.0
frnd	0	5	0.0	0.00103626943005
....	0	4	0.0	0.000829015544041
ok..come	0	1	0.0	0.00020725388601
random.	0	1	0.0	0.00020725388601
Ken's	1	0	0.00133689839572	0.0
frnt	0	1	0.0	0.00020725388601
embarassing.,,	0	1	0.0	0.00020725388601
Wylie	0	1	0.0	0.00020725388601
ordered	3	1	0.00401069518717	0.00020725388601
adults	0	1	0.0	0.00020725388601
spiritual	0	1	0.0	0.00020725388601
theKingshead	0	1	0.0	0.00020725388601
wetherspoons?	0	1	0.0	0.00020725388601
Tata	0	1	0.0	0.00020725388601
Ice	1	0	0.00133689839572	0.0
To	73	6	0.0975935828877	0.00124352331606
adewale	0	1	0.0	0.00020725388601
msging	0	1	0.0	0.00020725388601
....photoshop	0	1	0.0	0.00020725388601
necesity	0	1	0.0	0.00020725388601
smile*	0	2	0.0	0.000414507772021
Ben	1	0	0.00133689839572	0.0
\Our	0	4	0.0	0.000829015544041
team..	0	1	0.0	0.00020725388601
smile.	0	3	0.0	0.000621761658031
bevies.waz	0	1	0.0	0.00020725388601
smile,	0	1	0.0	0.00020725388601
Ta	1	0	0.00133689839572	0.0
u....	0	1	0.0	0.00020725388601
vegas,,	0	1	0.0	0.00020725388601
tigress...,,	0	1	0.0	0.00020725388601
TX	0	1	0.0	0.00020725388601
Opt-out	4	0	0.00534759358289	0.0
TV	2	0	0.00267379679144	0.0
thx,,	0	1	0.0	0.00020725388601
nan	0	1	0.0	0.00020725388601
player.why	0	1	0.0	0.00020725388601
FANTASY	2	0	0.00267379679144	0.0
A.	1	0	0.00133689839572	0.0
&lt;EMAIL&gt;	0	1	0.0	0.00020725388601
application	0	2	0.0	0.000414507772021
vargu	0	1	0.0	0.00020725388601
nav	0	1	0.0	0.00020725388601
kickboxing	0	1	0.0	0.00020725388601
TH	0	1	0.0	0.00020725388601
Bec	0	1	0.0	0.00020725388601
department	0	1	0.0	0.00020725388601
Teach	0	1	0.0	0.00020725388601
TC	6	0	0.00802139037433	0.0
excellent.	0	1	0.0	0.00020725388601
that...now	0	1	0.0	0.00020725388601
Customer	10	5	0.0133689839572	0.00103626943005
smiles	0	1	0.0	0.00020725388601
draw	33	4	0.0441176470588	0.000829015544041
YOU,CLEAN	0	4	0.0	0.000829015544041
$95/pax,	0	1	0.0	0.00020725388601
Reverse	0	2	0.0	0.000414507772021
AG	2	0	0.00267379679144	0.0
POBox365O4W45WQ	1	0	0.00133689839572	0.0
AM	0	5	0.0	0.00103626943005
tmr	0	13	0.0	0.00269430051813
AN	0	2	0.0	0.000414507772021
Thought	0	5	0.0	0.00103626943005
HELLO:\You	1	0	0.00133689839572	0.0
AS	0	4	0.0	0.000829015544041
going?,,	0	6	0.0	0.00124352331606
smiled	0	1	0.0	0.00020725388601
AV	0	1	0.0	0.00020725388601
USER.	1	0	0.00133689839572	0.0
kochi.,,	0	1	0.0	0.00020725388601
1YF	1	0	0.00133689839572	0.0
shrub	0	1	0.0	0.00020725388601
specs.	0	1	0.0	0.00020725388601
independently	0	1	0.0	0.00020725388601
ONLYFOUND	0	1	0.0	0.00020725388601
e	0	69	0.0	0.0143005181347
Ah	0	2	0.0	0.000414507772021
dvg	0	1	0.0	0.00020725388601
Hmmm...k...but	0	1	0.0	0.00020725388601
Am	2	23	0.00267379679144	0.00476683937824
Al	0	2	0.0	0.000414507772021
An	0	2	0.0	0.000414507772021
nitros.	0	1	0.0	0.00020725388601
As	12	27	0.0160427807487	0.00559585492228
At	0	17	0.0	0.00352331606218
sleeping?	0	1	0.0	0.00020725388601
bribe	0	1	0.0	0.00020725388601
Ay	0	1	0.0	0.00020725388601
she's	0	9	0.0	0.00186528497409
SATTHEN	0	1	0.0	0.00020725388601
Apparently	0	1	0.0	0.00020725388601
*adoring	0	1	0.0	0.00020725388601
åÒHarry	1	0	0.00133689839572	0.0
gv	0	2	0.0	0.000414507772021
gt	0	4	0.0	0.000829015544041
virgin	0	1	0.0	0.00020725388601
N-atural.	0	1	0.0	0.00020725388601
å£12	1	0	0.00133689839572	0.0
å£10	4	0	0.00534759358289	0.0
447801259231	2	0	0.00267379679144	0.0
gf	0	1	0.0	0.00020725388601
ge	0	5	0.0	0.00103626943005
gd	0	8	0.0	0.00165803108808
å£1.	1	0	0.00133689839572	0.0
THECD	0	1	0.0	0.00020725388601
go	15	219	0.0200534759358	0.0453886010363
Gin	0	2	0.0	0.000414507772021
Painful	0	1	0.0	0.00020725388601
sugardad	0	1	0.0	0.00020725388601
mutations.	0	1	0.0	0.00020725388601
times?,,	0	1	0.0	0.00020725388601
nights...We	0	1	0.0	0.00020725388601
medicine.,,	0	2	0.0	0.000414507772021
heart....gn	0	2	0.0	0.000414507772021
2NITE-TELL	0	1	0.0	0.00020725388601
suits	0	2	0.0	0.000414507772021
we‰Û÷ll	0	1	0.0	0.00020725388601
oclock	0	1	0.0	0.00020725388601
position.	0	1	0.0	0.00020725388601
records.,,	1	0	0.00133689839572	0.0
Wtf.	0	1	0.0	0.00020725388601
Not	3	54	0.00401069518717	0.0111917098446
soon...,,	0	2	0.0	0.000414507772021
Now	7	24	0.00935828877005	0.00497409326425
forever!!!	0	1	0.0	0.00020725388601
milta,Zindgi	0	1	0.0	0.00020725388601
then.will	0	1	0.0	0.00020725388601
buffet...	0	1	0.0	0.00020725388601
Tsunamis	0	1	0.0	0.00020725388601
logos	1	0	0.00133689839572	0.0
ring,,	0	2	0.0	0.000414507772021
sore!,,	0	1	0.0	0.00020725388601
08701237397	1	0	0.00133689839572	0.0
more?	2	0	0.00267379679144	0.0
kitty	0	1	0.0	0.00020725388601
here:),,	0	2	0.0	0.000414507772021
players,,	0	1	0.0	0.00020725388601
cream,,	0	1	0.0	0.00020725388601
vibrator	0	1	0.0	0.00020725388601
facebook	0	2	0.0	0.000414507772021
nichols	0	1	0.0	0.00020725388601
more,	0	1	0.0	0.00020725388601
g.	2	0	0.00267379679144	0.0
more.	0	1	0.0	0.00020725388601
g,	0	1	0.0	0.00020725388601
Ok.,	0	1	0.0	0.00020725388601
Ok..	0	1	0.0	0.00020725388601
No,	0	5	0.0	0.00103626943005
No.	7	12	0.00935828877005	0.00248704663212
yours,,	0	1	0.0	0.00020725388601
positions	0	1	0.0	0.00020725388601
toClaim.	6	0	0.00802139037433	0.0
Nimya.	0	3	0.0	0.000621761658031
Spl	0	4	0.0	0.000829015544041
No:	17	0	0.0227272727273	0.0
SNORING.THEY	0	1	0.0	0.00020725388601
09061701939.	1	0	0.00133689839572	0.0
inspection	0	1	0.0	0.00020725388601
No1	8	0	0.0106951871658	0.0
UNICEF's	1	0	0.00133689839572	0.0
booty	0	2	0.0	0.000414507772021
canal.	0	2	0.0	0.000414507772021
listen.,,	0	1	0.0	0.00020725388601
Host-based	0	1	0.0	0.00020725388601
waking	0	5	0.0	0.00103626943005
jump	0	1	0.0	0.00020725388601
JD	0	2	0.0	0.000414507772021
FREEPHONE	8	0	0.0106951871658	0.0
picked	4	4	0.00534759358289	0.000829015544041
weird,	0	1	0.0	0.00020725388601
download	2	9	0.00267379679144	0.00186528497409
click	3	2	0.00401069518717	0.000414507772021
soup	0	1	0.0	0.00020725388601
YEAH,AND	0	1	0.0	0.00020725388601
only.don	0	1	0.0	0.00020725388601
Orchard	0	1	0.0	0.00020725388601
\Wen	0	2	0.0	0.000414507772021
pub/cafe	0	1	0.0	0.00020725388601
cell	0	6	0.0	0.00124352331606
Boys	1	0	0.00133689839572	0.0
get.,,	0	1	0.0	0.00020725388601
costing	2	0	0.00267379679144	0.0
lucozade.co.uk/wrc	2	0	0.00267379679144	0.0
houseful	0	1	0.0	0.00020725388601
åÔMORROW.	0	1	0.0	0.00020725388601
weirdy	0	1	0.0	0.00020725388601
-via	0	1	0.0	0.00020725388601
etc,,	1	1	0.00133689839572	0.00020725388601
daily:),,	0	1	0.0	0.00020725388601
rearrange	0	1	0.0	0.00020725388601
becoz	0	3	0.0	0.000621761658031
pussy!,,	0	1	0.0	0.00020725388601
kalstiya..then	0	1	0.0	0.00020725388601
doubles	1	0	0.00133689839572	0.0
Arun	0	2	0.0	0.000414507772021
Camera!	6	0	0.00802139037433	0.0
wheellock?,,	0	1	0.0	0.00020725388601
Armand	0	1	0.0	0.00020725388601
Insha	0	1	0.0	0.00020725388601
pressure	0	1	0.0	0.00020725388601
play?	1	0	0.00133689839572	0.0
pole.	1	0	0.00133689839572	0.0
Back	1	4	0.00133689839572	0.000829015544041
huiming	0	1	0.0	0.00020725388601
bugis	0	4	0.0	0.000829015544041
how,,	0	1	0.0	0.00020725388601
weren't	0	1	0.0	0.00020725388601
LISTENING	1	0	0.00133689839572	0.0
Boy:	0	3	0.0	0.000621761658031
play.	0	3	0.0	0.000621761658031
play,	0	2	0.0	0.000414507772021
cartoon,	0	3	0.0	0.000621761658031
wif	0	26	0.0	0.00538860103627
wid	5	15	0.00668449197861	0.00310880829016
Doctor	0	1	0.0	0.00020725388601
08719181513.,,	2	0	0.00267379679144	0.0
win	28	11	0.0374331550802	0.00227979274611
thing....how	0	1	0.0	0.00020725388601
wil	0	17	0.0	0.00352331606218
jiayin.	0	1	0.0	0.00020725388601
butt.,,	0	1	0.0	0.00020725388601
wiv	2	5	0.00267379679144	0.00103626943005
S:-)if	0	1	0.0	0.00020725388601
cant.,,	0	1	0.0	0.00020725388601
alright.,,	0	1	0.0	0.00020725388601
finance.,,	0	1	0.0	0.00020725388601
singing	0	2	0.0	0.000414507772021
Offer:	2	0	0.00267379679144	0.0
Cttergg.	0	1	0.0	0.00020725388601
announced	0	1	0.0	0.00020725388601
love..	0	5	0.0	0.00103626943005
crap	0	2	0.0	0.000414507772021
2End	2	0	0.00267379679144	0.0
drop.	0	1	0.0	0.00020725388601
remains	0	3	0.0	0.000621761658031
stylish.	0	1	0.0	0.00020725388601
camera	18	1	0.024064171123	0.00020725388601
vs.	0	1	0.0	0.00020725388601
WORDS	0	1	0.0	0.00020725388601
vehicle	0	1	0.0	0.00020725388601
stage	0	1	0.0	0.00020725388601
weirdest	0	2	0.0	0.000414507772021
popped	0	3	0.0	0.000621761658031
24/10/04,,	1	0	0.00133689839572	0.0
dentists	0	1	0.0	0.00020725388601
1/2	4	0	0.00534759358289	0.0
chain.	0	1	0.0	0.00020725388601
started	1	16	0.00133689839572	0.00331606217617
evrydy	0	2	0.0	0.000414507772021
83435.	1	0	0.00133689839572	0.0
speling	0	1	0.0	0.00020725388601
wait,	0	1	0.0	0.00020725388601
fuck	0	15	0.0	0.00310880829016
Slide	1	0	0.00133689839572	0.0
n,,	1	0	0.00133689839572	0.0
agent	1	0	0.00133689839572	0.0
movie...	0	1	0.0	0.00020725388601
priya	0	1	0.0	0.00020725388601
think.,,	0	1	0.0	0.00020725388601
remb...	0	1	0.0	0.00020725388601
parachute	0	1	0.0	0.00020725388601
LIKE	0	4	0.0	0.000829015544041
locks	0	1	0.0	0.00020725388601
Guys	0	1	0.0	0.00020725388601
ride	0	3	0.0	0.000621761658031
person.Meet	0	1	0.0	0.00020725388601
Esplanade	0	1	0.0	0.00020725388601
.Call	0	1	0.0	0.00020725388601
recession	0	2	0.0	0.000414507772021
Video	10	0	0.0133689839572	0.0
(he's	0	1	0.0	0.00020725388601
kettoda	0	4	0.0	0.000829015544041
drops	0	1	0.0	0.00020725388601
10:30	0	1	0.0	0.00020725388601
come..til	0	1	0.0	0.00020725388601
K52.	2	0	0.00267379679144	0.0
alibi.	0	1	0.0	0.00020725388601
far!	0	1	0.0	0.00020725388601
links	0	1	0.0	0.00020725388601
excused.,,	0	1	0.0	0.00020725388601
5000	1	0	0.00133689839572	0.0
TOP	1	0	0.00133689839572	0.0
far.	0	3	0.0	0.000621761658031
soil..,,	0	1	0.0	0.00020725388601
chief,	0	1	0.0	0.00020725388601
Mr.	2	1	0.00267379679144	0.00020725388601
Accident	2	0	0.00267379679144	0.0
trash.,,	0	1	0.0	0.00020725388601
\The	0	1	0.0	0.00020725388601
safe.,,	0	2	0.0	0.000414507772021
Lovely	0	5	0.0	0.00103626943005
nap..	0	1	0.0	0.00020725388601
HIS	0	2	0.0	0.000414507772021
HIT	1	1	0.00133689839572	0.00020725388601
favourite.	0	1	0.0	0.00020725388601
flavour,,	0	1	0.0	0.00020725388601
VIOLENCE	0	1	0.0	0.00020725388601
Trackmarque	1	0	0.00133689839572	0.0
heart,heart	0	2	0.0	0.000414507772021
MobcudB	1	0	0.00133689839572	0.0
astne	0	1	0.0	0.00020725388601
HIM	0	3	0.0	0.000621761658031
genius,,	0	1	0.0	0.00020725388601
duffer,,	0	1	0.0	0.00020725388601
http://alto18.co.uk/wave/wave.asp?o=44345,,	1	0	0.00133689839572	0.0
da..today	0	2	0.0	0.000414507772021
SOONLOTS	0	1	0.0	0.00020725388601
starer	0	1	0.0	0.00020725388601
farm	0	2	0.0	0.000414507772021
years?,,	0	1	0.0	0.00020725388601
DAYS.	1	0	0.00133689839572	0.0
want,,	0	3	0.0	0.000621761658031
DREAMS..,,	0	2	0.0	0.000414507772021
otside	0	2	0.0	0.000414507772021
ron's	0	1	0.0	0.00020725388601
keluviri...!	0	1	0.0	0.00020725388601
link,	0	1	0.0	0.00020725388601
escape.	0	1	0.0	0.00020725388601
tke	0	1	0.0	0.00020725388601
high.,,	0	1	0.0	0.00020725388601
drvgsTo	1	0	0.00133689839572	0.0
